accuracy,club_id,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,place,postcode,status,type,lat,lng
ROOFTOP,28354,"Markgrafendamm 24c, 10245 Berlin, Germany",ChIJE3PM7_lOqEcRx7NIgXOdQVA,Markgrafendamm 24c; Friedrichshain; 10245,52.50255900000001,13.4663169,1, ://about blank,10245,OK,street_address,52.50255900000001,13.4663169
ROOFTOP,142467,"Skalitzer Str. 41, 10997 Berlin, Germany",ChIJxRLajEpOqEcRgSuyC2cQILo,"Skalitzer Strasse 41, 10997",52.4990937,13.4288184,1, :Vorwien,10997,OK,street_address,52.4990937,13.4288184
ROOFTOP,45446,"Frankfurter Allee 187, 10365 Berlin, Germany",ChIJGdvwWJNOqEcR9jTzPww1EOg,"187 Frankfurter Allee, Friedrichshain, 10247",52.5126711,13.4877049,1, [F.U.C] Ministerium,10365,OK,premise,52.5126711,13.4877049
ROOFTOP,90981,"Vor dem Schlesischen Tor 2, 10997 Berlin, Germany",ChIJeUvOfVROqEcR3sMDhUfpjBU,Vor dem Schlesischen Tor 2a; Kreuzberg; 10997,52.4973043,13.4501604,1, [ipsə],10997,OK,street_address,52.4973043,13.4501604
ROOFTOP,136975,"Alt-Stralau 1, 10245 Berlin, Germany",ChIJIZI7HPxOqEcRTfbLQ0t63Tw,"Alt-Stralau 1, 10245",52.49715,13.46502,1, 1 Stralau,10245,OK,street_address,52.49715,13.46502
ROOFTOP,138531,"Altenbraker Str. 3, 12053 Berlin, Germany",ChIJpTcRrZlPqEcRfSfwKQLxefU,"Altenbraker strasse 3, 12053, Berlín",52.47193559999999,13.4320904,1, 19:28 Tattoo Club,12053,OK,premise,52.47193559999999,13.4320904
ROOFTOP,41940,"nhow Berlin, Stralauer Allee 3, 10245 Berlin, Germany",ChIJQUmQNVFOqEcRzqNBfDUFdBs,"Stralauer Allee 3, 10245",52.50119189999999,13.4508457,1, 1st Floor,10245,OK,premise,52.50119189999999,13.4508457
ROOFTOP,141849,"Alt-Stralau 1, 10245 Berlin, Germany",ChIJIZI7HPxOqEcRTfbLQ0t63Tw,Alt Stralau 1,52.49715,13.46502,1, 1stralau,10245,OK,street_address,52.49715,13.46502
ROOFTOP,144924,"Budapester Str. 40, 10787 Berlin, Germany",ChIJ-RAVYVVQqEcR7BN7HG1zkwk,"Budapester Straße 40, 10787",52.50561949999999,13.3379602,1," 25hours Hotel Bikini Berlin, 3. Etage",10787,OK,street_address,52.50561949999999,13.3379602
GEOMETRIC_CENTER,88929,"Waldemarstraße, 10997 Berlin, Germany",EiZXYWxkZW1hcnN0cmHDn2UsIDEwOTk3IEJlcmxpbiwgR2VybWFueSJIKkYKFAoSCc32ZBw0TqhHEbttNOJgYIQFEhQKEgmnTxmqTk6oRxGQ0z2VSSAhHBoYCgoNjfZKHxUci_8HEgoNEnFLHxXXNgEI,"Waldemarstraße, 10997",52.5022904,13.4241162,1, 60 Hz,10997,OK,route,52.5022904,13.4241162
ROOFTOP,153709,"Budapester Str. 38, 10787 Berlin, Germany",ChIJO2UEZVVQqEcRs6YRTG4XSoc,"Budapester Straße 38-40, 10787",52.505429,13.3382338,1, 808 Berlin,10787,OK,street_address,52.505429,13.3382338
ROOFTOP,154724,"Alexanderstraße 7, 10178 Berlin, Germany",ChIJzUBDKBlOqEcRiZcv2MLSNQo,"Alexanderstr. 7, 10178 -Mitte",52.5230361,13.4166955,1, A Seven,10178,OK,street_address,52.5230361,13.4166955
ROOFTOP,111027,"Veteranenstraße 21, 10119 Berlin, Germany",ChIJbZnT2_pRqEcRmGbapIsAjV4,Veteranenstraße 21,52.533432,13.4009334,1, Acud Macht NEU,10119,OK,street_address,52.533432,13.4009334
ROOFTOP,113971,"Pannierstraße 56, 12047 Berlin, Germany",ChIJPU_BwLBPqEcRKDWSulyeXdE,Pannierstrasse 56 12047,52.4872162,13.4305756,1, AETHER:bar,12047,OK,premise,52.4872162,13.4305756
GEOMETRIC_CENTER,17860,"10178 Berlin, Germany",ChIJbygR2x5OqEcRbhbkZsMB_DA,"Alexanderplatz, 10178",52.5219184,13.4132147,1, Alexanderplatz,10178,OK,"establishment,point_of_interest",52.5219184,13.4132147
ROOFTOP,150129,"An der Wuhlheide 256, 12555 Berlin, Germany",ChIJs9gooGFIqEcRzy1X0C_bLAw,"An der Wuhlheide 256, 12555",52.45544,13.56379,1, All Club,12555,OK,street_address,52.45544,13.56379
ROOFTOP,23260,"Molkenmarkt 2, 10179 Berlin, Germany",ChIJmzReJSFOqEcR0L2bMybiyCM,Molkenmarkt 2; Mitte; 10179,52.5161129,13.4091198,1, Alte Münze,10179,OK,street_address,52.5161129,13.4091198
ROOFTOP,109845,"Richardstraße 31-32, 12043 Berlin, Germany",ChIJO63UUaBPqEcRwyS4-gD7y3Q,"Richardstraße 31-32, 12043",52.47555,13.4431099,1, Alter Roter Löwe Rein,12043,OK,street_address,52.47555,13.4431099
ROOFTOP,89613,"Auguststraße 43, 10119 Berlin, Germany",ChIJmQ8X9eNRqEcRfNDEqG3-OQI,"Auguststraße 43, 10119",52.5282414,13.4028234,1, Amano,10119,OK,premise,52.5282414,13.4028234
ROOFTOP,142637,"Heidestraße 62, 10557 Berlin, Germany",ChIJifkdY5ZRqEcRf9PgCWuL8P0,"Heidestraße 62, 10557",52.5278532,13.370368,1, Amano Grand Central,10557,OK,street_address,52.5278532,13.370368
ROOFTOP,56988,"Kastanienallee 103, 10435 Berlin, Germany",ChIJ48E6G_9RqEcRnJ4yA-iGxuQ,"Kastanienallee 103, 10435",52.5400404,13.4116738,1, An Einem Sonntag Im August,10435,OK,street_address,52.5400404,13.4116738
ROOFTOP,84382,"Gerichtstraße 23, 13347 Berlin, Germany",ChIJGwOte4hRqEcRt65DQT5lWYs,"Gerichtstraße 23, 13347",52.5445587,13.372549,1, Anita Berber,13347,OK,premise,52.5445587,13.372549
ROOFTOP,121816,"Storkower Str. 123, 10407 Berlin, Germany",ChIJG13qeXZOqEcRhAuM5lyTwUI,"Storkower Str. 123, 10407",52.5353532,13.453061,1, Anomalie Art Club,10407,OK,premise,52.5353532,13.453061
ROOFTOP,144555,"Kurfürstenstraße 97, 12105 Berlin, Germany",ChIJBXE2OE1FqEcRej4Ri-O8Jn0,"Kurfürstenstraße 97, 12105 -Mariendorf",52.44765,13.3717401,1, Apartment A,12105,OK,street_address,52.44765,13.3717401
ROOFTOP,129944,"Heidestraße 62, 10557 Berlin, Germany",ChIJifkdY5ZRqEcRf9PgCWuL8P0,"Heidestraße 62, 10557",52.5278532,13.370368,1, Apartment Bar,10557,OK,street_address,52.5278532,13.370368
ROOFTOP,149142,"Leipziger Str. 60, 14473 Potsdam, Germany",ChIJeTYu78D1qEcRI8n1MpejJTY,"Leipziger Straße 60, 14473 Potsdam",52.3888481,13.0597659,1, Archiv Potsdam,14473,OK,street_address,52.3888481,13.0597659
ROOFTOP,5828,"Eichenstraße 4, 12435 Berlin, Germany",ChIJoT4CElVOqEcRHxVOOvof1S4,Eichenstrasse 4; Treptow; 12435,52.4966473,13.4530078,1, Arena Club,12435,OK,street_address,52.4966473,13.4530078
ROOFTOP,145577,"Karl-Marx-Platz 16, 12043 Berlin, Germany",ChIJdT1vJqBPqEcR9DgmQl5aiwk,Karl-Marx Platz 16 12043,52.4738267,13.4426702,1, arkaoda Berlin,12043,OK,street_address,52.4738267,13.4426702
ROOFTOP,137621,"Alexanderstraße 7, 10178 Berlin, Germany",ChIJzUBDKBlOqEcRiZcv2MLSNQo,"Alexanderstrasse 7, 10178",52.5230361,13.4166955,1, Aseven,10178,OK,street_address,52.5230361,13.4166955
ROOFTOP,16793,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,Revaler Strasse 99; Friedrichshain; 10245,52.5077221,13.4542457,1, Astra Kulturhaus,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,17243,"Prinzenstraße 85d/OG 3, 10969 Berlin, Germany",Ei9PRyAzLCBQcmluemVuc3RyYcOfZSA4NWQsIDEwOTY5IEJlcmxpbiwgR2VybWFueSIgGh4KFgoUChIJkXT2si1OqEcRIXN-COyO6BESBE9HIDM,Prinzenstraße 85 D 1 (OG 3) 10969,52.502686,13.4095928,1, Aufbau Haus,10969,OK,subpremise,52.502686,13.4095928
ROOFTOP,21511,"Lychener Str. 60, 10437 Berlin, Germany",ChIJkTeSb_9NqEcRMU_mB9-iPYY,Lychener Strasse 60; Prenzlauer Berg; 10437,52.54484120000001,13.4197262,1, Ausland,10437,OK,street_address,52.54484120000001,13.4197262
ROOFTOP,85008,"Pücklerstraße 34, 10997 Berlin, Germany",ChIJ3zU6jElOqEcRg3E-mYrQPhc,"Pücklerstraße 34, 10997",52.50242739999999,13.4311086,1, Auster Club,10997,OK,street_address,52.50242739999999,13.4311086
ROOFTOP,157095,"Gehrenseestraße 42a, 13053 Berlin, Germany",ChIJxzB9MGxMqEcRcR57yRpaxMg,"Gehrenseestraße 42A, 13053",52.5551771,13.5275198,1, Autoverwertung Berk Gmbh,13053,OK,premise,52.5551771,13.5275198
ROOFTOP,71065,"Carmerstraße 12, 10623 Berlin, Germany",ChIJYytHPP1QqEcRdCFlJlknSYo,"Carmerstraße 12, 10623",52.50708299999999,13.3242218,1, AV Hütte,10623,OK,street_address,52.50708299999999,13.3242218
ROOFTOP,73618,"Warschauer Pl. 18, 10245 Berlin, Germany",ChIJrQotU1BOqEcR5bLN2_6M4eY,"Warschauer Pl. 18, 10245",52.502892,13.4475138,1, AVA Club,10245,OK,premise,52.502892,13.4475138
ROOFTOP,55843,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,Revalerstrasse 99; Friedrichshain; 10245,52.5077221,13.4542457,1, Badehaus Berlin,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,11355,"Eichenstraße 4, 12435 Berlin, Germany",ChIJoT4CElVOqEcRHxVOOvof1S4,Eichenstrasse 4; Treptow; 12435,52.4966473,13.4530078,1, Badeschiff,12435,OK,street_address,52.4966473,13.4530078
ROOFTOP,90875,"Kottbusser Damm 76, 10967 Berlin, Germany",ChIJH7ksGLZPqEcRz6hmhDVq7oA,"Kottbusser Damm 76, 10967",52.4907727,13.4238637,1, Ballhaus Rixdorf,10967,OK,street_address,52.4907727,13.4238637
ROOFTOP,51255,"Falckensteinstraße 1, 10997 Berlin, Germany",ChIJcRtRHVJOqEcRvs_pTwvoXww,"Falckensteinstraße 1-2, 10997",52.500496,13.444133,1, Banja Luka,10997,OK,street_address,52.500496,13.444133
ROOFTOP,152439,"Schönhauser Allee 36-39, 10435 Berlin, Germany",ChIJgSHqQ_5RqEcR_wusuJS-XW4,"Schönhauser allee 36-39, 10435",52.5383033,13.4127523,1, Bar 21,10435,OK,premise,52.5383033,13.4127523
ROOFTOP,124146,"Karl-Marx-Allee 36, 10178 Berlin, Germany",ChIJofjJ4BdOqEcR0Itjfc343DM,"Karl-Marx-Allee 36, 10178",52.51953,13.42338,1, Bar Babette,10178,OK,street_address,52.51953,13.42338
ROOFTOP,123412,"Müggelstraße 9, 10247 Berlin, Germany",ChIJGySslfROqEcRtoJvYwHi3nM,"Müggelstraße 9, 10247",52.5120029,13.4707601,1, Bar Bobu,10247,OK,street_address,52.5120029,13.4707601
ROOFTOP,143374,"Mariannenstraße 29, 10999 Berlin, Germany",ChIJD12oO8tPqEcRB25YnPCEVq8,"Mariannenstraße 29, 10999",52.49692,13.420766,1, Bar In A Jar,10999,OK,premise,52.49692,13.420766
ROOFTOP,98358,"Czeminskistraße 10, 10829 Berlin, Germany",ChIJw9LFLDlQqEcRErvtpBTHq9I,"Czeminskistraße 10, 10829",52.4880765,13.36415,1, Barkett,10829,OK,premise,52.4880765,13.36415
ROOFTOP,150761,"Schleiermacherstraße 18, 10961 Berlin, Germany",ChIJLfStF9dPqEcR4yrd9ZP04OA,"Schleiermacherstraße 18, 10961 Deutschland",52.4914596,13.3978259,1, Basement of the Pandora Art Gallery,10961,OK,premise,52.4914596,13.3978259
ROOFTOP,145173,"Forster Str. 46, 10999 Berlin, Germany",ChIJ04JuY7NPqEcRsMqneJlCYEk,Forster Strasse 46 10999,52.49448,13.4327999,1, The Basement Records,10999,OK,street_address,52.49448,13.4327999
ROOFTOP,16629,"Schönhauser Allee 176A, 10119 Berlin, Germany",ChIJV1QbVP1RqEcRJ5KqIAep-es,"Schönhauser Allee 176A, 10119",52.531517,13.4117905,1, Bassy,10119,OK,street_address,52.531517,13.4117905
GEOMETRIC_CENTER,146931,"Schinkelpl., 10117 Berlin, Germany",ChIJucYSpd5RqEcR3-I5FkgBY3g,Schinkelplatz 10117,52.5165967,13.3983836,1, Bauakademie,10117,OK,route,52.5165967,13.3983836
ROOFTOP,143180,"Falckensteinstraße 47, 10997 Berlin, Germany",ChIJc7s_9FFOqEcRfEzd3bcwcvc,"Falckensteinstraße 47, 10997",52.5006966,13.4447841,1, Baumhaus Bar,10997,OK,street_address,52.5006966,13.4447841
ROOFTOP,98993,"Schillingstraße 31, 10179 Berlin, Germany",ChIJGQyj2yJOqEcRiXTjCnANyRk,"Schillingstr. 31, 10179",52.5174427,13.4190838,1, Beate Uwe,10179,OK,street_address,52.5174427,13.4190838
RANGE_INTERPOLATED,5031,"Am Wriezener Bahnhof 70, 10243 Berlin, Germany",Ei5BbSBXcmllemVuZXIgQmFobmhvZiA3MCwgMTAyNDMgQmVybGluLCBHZXJtYW55IhoSGAoUChIJGfXprEZOqEcRrLJpuzi-6ioQRg,70 Am Wriezener Bahnhof; Friedrichshain; 10243,52.5116457,13.4404548,1, Berghain | Panorama Bar | Säule,10243,OK,street_address,52.5116457,13.4404548
ROOFTOP,148196,"Mengerzeile 14, 12435 Berlin, Germany",ChIJ0z2r6q5PqEcRhZdg0VcDR5Y,"Mengerzeile 14, 12435",52.488336,13.4428336,1, Berliner Vinylwerk,12435,OK,street_address,52.488336,13.4428336
ROOFTOP,21776,"Prinzessinnenstraße 19, 10969 Berlin, Germany",ChIJR3SNjS1OqEcRhiQPXpQ28hU,"Prinzessinnenstraße 19-20, 10969",52.5023728,13.4119609,1, Betahaus,10969,OK,street_address,52.5023728,13.4119609
GEOMETRIC_CENTER,58532,"U-Bahnhof Schlesisches Tor, 10997 Berlin, Germany",ChIJx-KTCk5OqEcRed3d5Z0uW1A,Im U-Bhf. Schlesisches Tor; 10997,52.500711,13.441273,2, Bi Nuu,10997,OK,"establishment,night_club,point_of_interest",52.500711,13.441273
ROOFTOP,104289,"Schleusenufer 3, 10997 Berlin, Germany",ChIJ80-meVROqEcRtzuQZMC6bNI,"Schleusenufer 3, 10997",52.49768479999999,13.4498045,1, Birgit,10997,OK,premise,52.49768479999999,13.4498045
ROOFTOP,82455,"Silvio-Meier-Straße 8, 10247 Berlin, Germany",ChIJ9R47RGBOqEcRDmwbpMkRh1A,"Silvio-Meier-Str. 8, 10247 Friedrichshain",52.51634,13.46397,1, Bitte & Danke,10247,OK,street_address,52.51634,13.46397
ROOFTOP,30250,"Kaskelstraße 55, 10317 Berlin, Germany",ChIJzbs6z-5OqEcR8Z3p7RQEcDE,Kaskelstrasse 55; ; 10317,52.5050734,13.4837782,1, BLO-Ateliers,10317,OK,street_address,52.5050734,13.4837782
GEOMETRIC_CENTER,136060,"May-Ayim-Ufer, 10997 Berlin, Germany",ChIJN3QNGE5OqEcRR7_2_HTLdn0,May Ayim Ufer,52.5020576,13.4428975,1, Boat - MS Rhein,10997,OK,route,52.5020576,13.4428975
ROOFTOP,13344,"Reichenberger Str. 153, 10999 Berlin, Germany",ChIJ54BjSjVOqEcRFrtHn8BQwj4,"Reichenberger Str. 153, 10999",52.4975806,13.4242358,1, Bohnengold,10999,OK,premise,52.4975806,13.4242358
RANGE_INTERPOLATED,149865,"Falckensteinstraße 19, 10997 Berlin, Germany",Ei1GYWxja2Vuc3RlaW5zdHJhw59lIDE5LCAxMDk5NyBCZXJsaW4sIEdlcm1hbnkiGhIYChQKEgmBv8N8TU6oRxFBfhtHekDI_hAT,"Falckensteinstraße 19, 10997",52.4973171,13.4411111,1, Bolzplatz Falckensteinstraße Kreuzberg,10997,OK,street_address,52.4973171,13.4411111
ROOFTOP,95818,"Torstraße 133, 10119 Berlin, Germany",ChIJZ0F8U-RRqEcRJDxAPWt24UU,"Torstraße 133, 10119",52.52972380000001,13.3997139,1, Bonbon Bar,10119,OK,premise,52.52972380000001,13.3997139
ROOFTOP,145243,"Gneisenaustraße 9, 10961 Berlin, Germany",ChIJo27wQChQqEcRoe9sJJoDgxI,"Gneisenaustraße 9, 10961 Berlín",52.49207999999999,13.3904015,1, Bonnie & Kleid,10961,OK,street_address,52.49207999999999,13.3904015
ROOFTOP,157285,"Torstraße 230, 10115 Berlin, Germany",ChIJ6XCwaelRqEcRkQb9FTn7CfE,"Torstraße 230, 10115",52.5270535,13.3878739,1, Bravo Bar,10115,OK,street_address,52.5270535,13.3878739
ROOFTOP,112226,"Mohrenstraße 30, 10117 Berlin, Germany",ChIJbb1wp9BRqEcR_wp3oJGAT0s,"Mohrenstraße 30, 10117",52.51177,13.39327,1, Bricks Berlin,10117,OK,street_address,52.51177,13.39327
ROOFTOP,150252,"Friedrich-Breuer-Straße 17, 53225 Bonn, Germany",ChIJ4YEXCQ7hvkcRD4QZ0Dr4u6g,"Friedrich-Breuer-Str. 17, 53225 Bonn",50.7385175,7.1152839,1, Brückenforum,53225,OK,street_address,50.7385175,7.1152839
ROOFTOP,112987,"Schleusenufer 3, 10997 Berlin, Germany",ChIJ80-meVROqEcRtzuQZMC6bNI,"Schleusenufer 3, 10997",52.49768479999999,13.4498045,1, Burg Schnabel,10997,OK,premise,52.49768479999999,13.4498045
ROOFTOP,116419,"Pannierstraße 12, 12047 Berlin, Germany",ChIJ0QJ3-bBPqEcRRi7eMU2BEF8,"Pannierstraße 12, 12047",52.4878189,13.4325581,1, Cafe Futuro,12047,OK,premise,52.4878189,13.4325581
ROOFTOP,128237,"Kastanienallee 85, 10435 Berlin, Germany",ChIJCxDQo_5RqEcRVjEt6B-ZuN8,"Kastanienallee 85, 10435",52.5375872,13.4089405,1, Café Morgenrot,10435,OK,street_address,52.5375872,13.4089405
ROOFTOP,109421,"Schlesische Str. 32, 10997 Berlin, Germany",ChIJy_oOy1NOqEcREasuKRoiKvY,"Schlesische Str. 32, 10997",52.4991576,13.4466025,1, Cake,10997,OK,premise,52.4991576,13.4466025
ROOFTOP,13013,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,"Revaler Str. 99, 10245",52.5077221,13.4542457,1, Cassiopeia,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,65654,"Vor dem Schlesischen Tor 3, 10997 Berlin, Germany",ChIJqezgf1ROqEcRmuWEkHEYLIw,Vor dem Schlesischen Tor 3; Kreuzberg; 10997,52.4972296,13.4493373,1, Chalet,10997,OK,premise,52.4972296,13.4493373
ROOFTOP,152749,"Chausseestraße 131, 10115 Berlin, Germany",ChIJj_Vp3OtRqEcRL4DzN_zV4Ow,"Chausseestrasse 131, 10115",52.5272479,13.3863671,1, Chausseestrasse 131,10115,OK,street_address,52.5272479,13.3863671
ROOFTOP,44572,"Dorotheenstraße 12, 10117 Berlin, Germany",ChIJl5MeVtxRqEcR4k5H8C91Ca0,"Dorotheenstraße 12, 10117",52.5193832,13.394617,1, CHB - Collegium Hungaricum Berlin,10117,OK,street_address,52.5193832,13.394617
ROOFTOP,20497,"An der Schillingbrücke 3, 10243 Berlin, Germany",ChIJS1MAKr8jZUERkWFDbesy7dk,An Der Schilling Brücke; Ostbahnhof; 10243,52.5092548,13.4305315,1, Chez Jacki,10243,OK,"establishment,night_club,point_of_interest",52.5092548,13.4305315
ROOFTOP,146792,"Brückenstraße 1, 10179 Berlin, Germany",ChIJA_8fLiVOqEcRXxzvNK-Q68w,"Brückenstr. 1, 10179",52.5111887,13.416781,1, Clinic Basement,10179,OK,premise,52.5111887,13.416781
ROOFTOP,31119,"Ackerstraße 168, 10115 Berlin, Germany",ChIJIfjHm-VRqEcR3LDKq5qh4rg,"Ackerstraße 168, 10115",52.5299397,13.3970986,1, Club Der Polnischen Versager,10115,OK,premise,52.5299397,13.3970986
ROOFTOP,6949,"Am Flutgraben 1, 12435 Berlin, Germany",ChIJY7pZiVROqEcR9S0E-uegHtQ,"Am Flutgraben 1, 12435",52.4967917,13.450466,1, Club der Visionaere,12435,OK,premise,52.4967917,13.450466
ROOFTOP,76284,"Wasgenstraße 75, 14129 Berlin, Germany",ChIJbaPuNXFZqEcRd-Y3JHA7gy4,"Wasgenstraße 75, 14129",52.42857309999999,13.2168849,1, Club-A18,14129,OK,"establishment,premise",52.42857309999999,13.2168849
ROOFTOP,82368,"Skalitzer Str. 68, 10997 Berlin, Germany",ChIJPRRGzk1OqEcR0DyoQgXHB7A,"Skalitzer Str. 68, 10997",52.5002443,13.4397621,1, CoBa Bar,10997,OK,premise,52.5002443,13.4397621
ROOFTOP,115854,"Columbiadamm 9-11, 10965 Berlin, Germany",ChIJJ-mYM99PqEcRzLlnPm6Vfv4,"Columbiadamm 9-11, 10965",52.484674,13.3913695,1, Columbia Theater,10965,OK,premise,52.484674,13.3913695
ROOFTOP,2636,"Columbiadamm 13-21, 10965 Berlin, Germany",ChIJ2ZiFLN9PqEcRRqdJQS89nM8,"Columbiadamm 13-21, 10965",52.48464999999999,13.39221,1, Columbiahalle,10965,OK,street_address,52.48464999999999,13.39221
ROOFTOP,56584,"Wiener Straße 34, 10999 Berlin, Germany",ChIJv06QSrNPqEcR_GHUT1-rKPQ,"Wiener Straße 34, 10999",52.4960967,13.43508,1, Cortina Bob,10999,OK,premise,52.4960967,13.43508
ROOFTOP,77875,"Brunnenstraße 197-198, 10119 Berlin, Germany",ChIJLfZp9-RRqEcRf9NSzd-OqT0,Brunnenstrasse 197/198; 0119,52.52998299999999,13.4007594,1, Cosmic Kaspar,10119,OK,street_address,52.52998299999999,13.4007594
ROOFTOP,57853,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,Revaler Strasse 99; 10245 -Friedrichshain,52.5077221,13.4542457,1, Crack Bellmer,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,143495,"Rollbergstraße 26, 12053 Berlin, Germany",ChIJ7yZZUqNPqEcRe3Ogtaad424,"Rollbergstrasse 26, 12053",52.4795442,13.4329425,1, Crclr,12053,OK,street_address,52.4795442,13.4329425
ROOFTOP,96105,"Holzmarktstraße 32, 10243 Berlin, Germany",ChIJt4kOBjlOqEcRaq56ggSg588,"Holzmarktstraße 32, 10243",52.5108058,13.4282032,1, Culture Container,10243,OK,premise,52.5108058,13.4282032
ROOFTOP,150509,"Budapester Str. 50, 10787 Berlin, Germany",ChIJfbW6vP9QqEcREkQgIcC9BR8,Budapester Str. 50 10787,52.50557999999999,13.3356,1, Darwin's Lab im Bikini Berlin,10787,OK,street_address,52.50557999999999,13.3356
ROOFTOP,13398,"Görlitzer Str. 1, 10997 Berlin, Germany",ChIJjc74IU1OqEcRfWF3ax2bLs0,"Görlitzer Str. 1, 10997",52.4982105,13.4342003,1, Das Edelweiss,10997,OK,street_address,52.4982105,13.4342003
ROOFTOP,89075,"Wilhelmstraße 118, 10963 Berlin, Germany",ChIJ4WlNANNRqEcR5Prd5Xs5qrQ,"Wilhelmstraße 118, 10963",52.503893,13.386159,1, Das Foto Image Factory,10963,OK,street_address,52.503893,13.386159
ROOFTOP,45553,"Mariannenstraße 26A, 10999 Berlin, Germany",ChIJQwy0PctPqEcRMz6D_WEchEU,"Mariannenstraße 26A, 10999",52.49662360000001,13.4204083,1, Das Hotel,10999,OK,street_address,52.49662360000001,13.4204083
ROOFTOP,83501,"Rosenthaler Str. 9, 10119 Berlin, Germany",ChIJh4Ep9uNRqEcRCjZjfFOvUxw,Rosenthaler Str. 9,52.5279064,13.4024598,1, Dean,10119,OK,street_address,52.5279064,13.4024598
ROOFTOP,8651,"Klara, Prenzlauer Allee 242, 10405 Berlin, Germany",ChIJVaM6tBxOqEcRNfpvbbAn_W4,Prenzlauer Allee 242 -246; Mitte; 10405,52.53044999999999,13.41759,1, Deep Loft,10405,OK,street_address,52.53044999999999,13.41759
ROOFTOP,55765,"Auguststraße 5A, 10117 Berlin, Germany",ChIJM7xniehRqEcRsJDT9-SJPPw,"Auguststraße 5a, 10117",52.5255464,13.3925647,1, Department Club,10117,OK,street_address,52.5255464,13.3925647
ROOFTOP,51777,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,Revaler Str. 99 / Ecke Modersohnbrücke,52.5077221,13.4542457,1, Der Geheime Garten,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,60968,"Dorfstraße 2, 04936 Dahme/Mark, Germany",ChIJr9m2QDDkp0cRm9-wWxbTGDg,"Schöna-Kolpien, 04936, Dorfstrasse 2, Brandenburg",51.81276,13.4429599,1, Der Stall / Schöna-Kolpien,04936,OK,street_address,51.81276,13.4429599
ROOFTOP,107593,"Revaler Str. 99, 10245 Berlin, Germany",ChIJsdkMp1lOqEcRq8YbzXSVlqI,"Revaler Str 99, 10245",52.5077221,13.4542457,1, Der Weiße Hase,10245,OK,street_address,52.5077221,13.4542457
ROOFTOP,131251,"Mainzer Str. 23, 12053 Berlin, Germany",ChIJOdSgirtPqEcRdd7dW6r5G4Y,"Mainzer Str. 23, 12053",52.4807266,13.427628,1, Deriva,12053,OK,street_address,52.4807266,13.427628
ROOFTOP,148466,"Reichenberger Str. 47, 10999 Berlin, Germany",ChIJg29AV7VPqEcRBNn8Dwz0Xm8,"Reichenberger Str. 47, 10999",52.49657999999999,13.42608,1, Die Perle,10999,OK,street_address,52.49657999999999,13.42608
ROOFTOP,141952,"Brückenstraße 1, 10179 Berlin, Germany",ChIJA_8fLiVOqEcRXxzvNK-Q68w,Brückenstraße 1 - 10179 o,52.5111887,13.416781,1, Diskothek Melancholie 2,10179,OK,premise,52.5111887,13.416781
ROOFTOP,152857,"Bessemerstraße 2-14, 12103 Berlin, Germany",ChIJE2ddlKtPqEcRDJ7vT5ofJQA,"Bessemerstraße 2-14, 12103",52.4669474,13.36592,1, District Berlin,12103,OK,street_address,52.4669474,13.36592
ROOFTOP,103733,"Bessemerstraße 2-14, 12103 Berlin, Germany",ChIJE2ddlKtPqEcRDJ7vT5ofJQA,"Bessemerstraße 2-14, 12103",52.4669474,13.36592,1, DISTRICT Kunst- und Kulturförderung,12103,OK,street_address,52.4669474,13.36592
ROOFTOP,101911,"Donaustraße 115, 12043 Berlin, Germany",ChIJ58YCxbpPqEcRXGRCvG-I72s,"Donaustraße 115, 12043",52.48352,13.4336057,1, Donau115,12043,OK,premise,52.48352,13.4336057
ROOFTOP,155302,"Hafnarstræti 4, 101 Reykjavík, Iceland",ChIJ36n_GS0L1kgRfEYoPUNYOv8,"Hafnarstraeti 4, 101 Reykjavik Iceland",64.1481999,-21.9402552,1, The Dubliner,101,OK,street_address,64.1481999,-21.9402552
ROOFTOP,98549,"Eichhornstraße 4, 10785 Berlin, Germany",ChIJKRjvrstRqEcRS_H_-wSTf_M,"Eichhornstraße 4, 10785",52.5064275,13.3731988,1, E4 Club Berlin,10785,OK,street_address,52.5064275,13.3731988
ROOFTOP,80137,"Grüntaler Str. 9, 13357 Berlin, Germany",ChIJg_8DyiNSqEcRDSC_WaV3ris,"Grüntaler Str. 9, 13359",52.5519122,13.3867788,1, Echo Bücher,13357,OK,street_address,52.5519122,13.3867788
